income,loan_amount,employment_years,age,credit_score,existing_loans,dependents,loan_term_months,interest_rate,late_payments,credit_utilization,savings_balance,checking_balance,has_credit_card,has_mortgage,default
247810,792763,13,31,858,7,2,36,5.05,3,0.9,67049,192438,1,1,1
216739,245236,13,32,818,1,3,12,22.63,5,0.57,159335,120615,1,1,0
281882,669601,15,34,801,0,4,12,24.84,6,0.96,290881,168670,0,1,1
236585,236590,18,32,554,0,1,36,22.85,8,0.33,369368,80232,0,1,1
85074,767540,38,59,825,7,2,36,14.23,1,0.71,110179,103591,1,0,1
78204,784806,28,29,532,1,1,60,12.01,4,0.38,41045,33022,0,1,1
249669,546132,37,43,768,7,2,60,7.77,1,0.63,274426,29705,1,0,0
243872,970782,8,40,316,6,1,48,20.56,7,0.78,256843,65450,1,0,1
176647,964527,5,68,835,6,4,48,13.38,4,0.84,180271,154993,1,1,1
227096,509607,25,55,563,3,3,24,20.89,5,0.41,401456,23855,1,0,1
175472,729836,35,47,694,4,4,36,10.04,1,0.88,89976,171372,0,0,1
26846,984715,19,54,524,0,0,24,10.57,5,0.99,488404,95407,0,0,1
43694,467416,24,56,839,3,3,36,22.4,7,0.77,266469,196590,0,0,1
50996,608475,7,22,747,0,2,48,8.2,9,0.72,471469,191295,1,1,1
83874,89141,39,66,671,1,4,12,11.64,2,0.96,483582,105365,0,0,0
117661,257490,26,63,818,6,2,12,10.88,7,0.88,477854,121058,0,1,1
126945,224689,20,35,804,2,4,36,20.49,8,0.29,391171,101497,0,1,0
210754,712680,10,41,697,3,0,60,13.22,2,0.52,418687,131164,0,1,0
195272,144430,18,55,411,7,4,60,14.67,0,0.65,186798,125021,0,0,0
42970,207949,12,64,404,0,2,36,19.64,9,0.6,389288,147097,0,0,1
189143,324078,4,33,640,7,0,24,7.52,8,0.54,496449,73334,1,0,0
203340,601407,25,54,790,3,1,60,22.32,0,0.98,3904,152399,1,1,1
108890,890294,6,45,414,3,4,48,6.2,4,0.17,407684,39616,1,0,1
247249,320045,12,62,609,4,3,12,5.14,1,0.64,399294,196636,0,0,0
77300,809369,23,69,386,7,3,12,18.13,1,0.4,232483,143224,0,0,1
281387,238985,23,60,802,3,4,60,8.98,1,0.95,411111,48454,0,0,0
81915,946672,33,42,423,4,3,48,13.46,3,0.79,35975,80819,0,0,1
159516,911341,38,49,500,1,0,36,16.66,3,0.2,333003,160134,1,1,1
95147,567357,3,24,712,4,2,24,10.64,1,0.37,492151,128210,1,1,0
96064,627288,19,36,568,0,2,36,13.49,9,0.83,377718,166530,1,0,1
86535,118495,12,48,507,4,2,60,8.19,9,0.49,313525,126084,0,0,1
23760,793893,29,42,475,5,0,24,19.58,4,0.13,271879,84664,0,0,1
187956,302450,36,33,634,3,0,12,8.12,6,0.59,493332,43847,0,1,0
205576,913503,22,58,625,4,2,24,23.33,6,0.63,159226,145103,0,0,1
150992,912011,12,38,582,4,3,24,5.98,5,0.58,405997,92198,1,1,1
194953,893326,37,61,307,4,4,24,13.04,1,0.51,317939,130884,0,0,1
82399,184918,13,49,801,1,4,60,11.63,3,0.58,115471,190772,1,0,0
243129,18880,35,41,594,6,4,60,7.61,7,0.96,205524,40634,0,1,1
133286,753061,4,64,447,4,1,24,11.18,6,0.22,43179,168380,0,1,1
185693,867458,10,33,727,7,1,24,10.98,0,0.7,24395,14682,1,1,0
248057,170596,15,47,714,4,0,12,6.55,2,0.23,161707,86350,0,1,0
274551,962168,11,65,631,7,0,36,6.33,2,0.14,45504,6995,1,0,0
164151,679475,16,61,451,5,4,60,21.99,0,0.81,301430,182287,1,1,1
72142,766836,30,25,554,6,4,60,23.49,4,0.71,78901,45924,0,1,1
112930,66684,7,29,861,4,4,24,10.05,2,0.6,378106,186668,0,0,0
117812,913492,11,36,694,5,4,24,13.67,5,0.14,208887,167284,1,0,1
184702,357743,7,67,725,5,0,24,16.23,1,0.39,292131,172880,1,1,0
90063,887406,12,39,363,7,2,48,23.49,6,0.83,298573,35293,0,1,1
150990,170788,22,43,654,5,2,60,17.12,2,0.94,10371,164738,1,1,0
294391,840417,4,52,882,3,4,24,13.34,4,0.81,173805,63729,0,1,1
299747,574379,7,23,615,4,4,48,12.22,0,0.38,208985,26183,0,1,0
122099,163818,2,32,709,3,2,36,11.83,4,0.4,90670,53978,0,0,0
196636,201976,4,60,508,7,0,24,8.66,7,0.14,285983,61561,0,0,1
282671,426807,24,28,571,4,1,48,5.44,3,0.63,112797,108903,0,0,0
219530,348954,31,62,307,3,2,36,22.33,0,0.24,191481,163165,0,0,0
287993,825158,15,37,651,5,4,36,9.1,1,0.52,64033,107925,0,1,0
244388,226441,10,31,546,0,1,48,6.76,1,0.44,26215,139226,1,0,0
196796,329084,23,61,574,6,4,60,5.09,6,0.24,351617,126054,0,1,1
244748,116245,23,53,546,5,3,24,8.15,7,0.7,337352,91871,1,0,1
299374,749143,38,56,424,3,3,60,20.51,0,0.43,131770,50067,0,0,1
111937,528888,21,69,541,5,3,36,8.31,0,0.24,391526,140607,1,0,1
285467,358891,17,47,827,5,0,60,16.55,6,0.49,226833,181613,0,1,0
161035,569327,16,51,391,3,3,60,18.89,1,0.87,366954,28013,0,0,1
166509,652144,0,65,861,0,3,36,22.99,5,0.35,300021,55620,0,1,1
101947,652646,11,29,859,5,3,60,18.67,8,0.63,186405,21247,1,0,1
138636,369783,22,39,500,0,4,12,6.44,2,0.49,63700,127748,0,0,1
295631,597239,7,45,869,4,4,36,8.74,9,0.18,269334,186202,0,0,1
33155,590456,32,39,607,4,1,36,11.83,9,0.23,35382,12749,0,0,1
293399,176298,11,58,495,0,3,24,9.95,2,0.53,168310,1461,1,0,0
140860,69469,16,63,493,5,4,12,18.38,8,0.85,96638,32953,0,1,1
94543,576540,29,30,744,2,0,12,20.74,0,0.15,418289,108760,1,0,0
55094,558691,38,58,723,5,1,12,12.99,0,0.88,111388,89541,0,1,1
240638,836888,12,29,675,7,4,60,5.38,6,0.77,95785,51423,0,1,1
29734,156025,20,28,832,5,3,48,21.88,9,0.44,224812,172504,1,0,1
223056,132569,8,60,566,1,3,60,11.76,9,0.11,338515,43739,0,0,1
97932,357543,27,21,449,2,0,36,24.26,0,0.26,252805,43104,1,0,1
144109,473630,6,41,329,5,2,60,10.87,8,0.31,241348,130200,1,0,1
47881,746509,17,60,497,3,3,60,9.95,3,0.36,153286,61902,1,1,1
214473,535204,32,24,883,3,4,24,22.44,1,0.5,204209,122040,0,0,0
60122,174790,22,65,330,7,1,36,17.95,1,0.55,295862,102601,1,0,1
263627,768333,0,38,312,5,1,12,20.3,1,0.1,217094,182601,1,0,1
131513,533608,38,66,597,7,3,24,6.21,1,0.95,443730,146560,1,0,1
56680,924535,18,62,600,4,0,36,11.67,1,0.83,217509,106160,0,0,1
103452,745176,18,34,825,6,1,48,12.75,3,0.69,245430,34956,0,0,0
71044,464651,3,40,811,7,2,48,17.37,7,0.48,278456,148990,1,1,1
195156,299639,6,68,766,5,3,60,15.79,5,0.6,139621,44796,1,1,0
164582,517825,28,56,880,5,2,36,7.61,8,0.55,305030,81531,1,0,1
42152,502566,38,22,590,3,2,12,12.26,5,0.66,317939,7108,0,1,1
104738,995101,10,68,695,7,0,24,5.14,2,0.31,481573,39053,1,0,0
177517,775458,28,35,702,4,4,36,18.57,0,0.26,122067,51492,1,1,0
227760,161021,7,38,850,2,2,12,6.36,5,0.25,367155,3221,0,0,0
124533,969692,8,45,381,7,3,36,7.33,2,0.99,26801,17775,0,1,1
211021,680923,4,50,528,6,4,36,8.02,7,0.98,238413,22400,0,0,1
45433,972137,30,55,712,1,4,60,23.68,2,0.85,368567,194195,1,1,1
209932,504030,9,28,430,2,1,60,23.65,2,0.65,94399,154019,1,1,1
224685,930675,23,50,660,1,1,60,18.22,3,0.78,253627,57739,0,0,1
68648,726167,16,45,401,5,3,12,13.83,7,0.58,155108,153513,1,1,1
214162,244621,10,27,463,3,4,60,11.62,0,0.69,48860,127853,1,0,0
247993,794967,33,37,831,2,1,36,12.84,8,0.76,459832,65300,0,1,1
62113,681358,23,52,491,0,2,60,6.98,7,0.85,9596,116206,0,1,1
266602,641941,7,45,808,0,2,12,21.82,4,0.45,277257,53147,0,0,1
150431,827274,38,68,383,6,3,48,18.29,6,0.97,25823,138167,1,0,1
193714,768616,23,48,647,2,2,12,5.45,6,0.39,224840,146627,0,1,1
61604,456376,1,58,788,5,2,48,10.79,5,0.71,21523,11459,1,0,1
261201,734075,7,28,455,5,2,36,24.98,9,0.16,479282,198009,1,1,1
157750,299691,30,42,673,5,3,60,17.81,1,0.49,318511,176218,0,1,0
52121,284324,34,58,373,0,3,36,19.59,1,0.41,293115,199544,0,0,1
145015,602990,3,26,692,6,4,12,5.65,5,0.79,183194,114759,0,0,1
298638,962827,11,32,728,1,4,12,8.48,9,0.95,66654,84278,1,1,1
195257,417134,38,49,446,7,0,48,22.57,0,0.15,481286,26477,0,0,1
188704,383023,15,50,371,4,1,48,16.4,3,0.16,54013,163601,0,1,1
66235,562992,21,52,485,0,4,12,18.3,8,0.78,444240,23379,0,1,1
152720,851229,16,28,825,5,3,24,16.09,9,0.39,143646,21418,1,0,1
218989,132438,24,69,668,4,3,60,10.22,3,0.81,111409,54349,0,0,0
36489,834571,14,46,613,7,2,36,8.75,5,0.8,375503,41850,0,1,1
124222,148865,19,69,348,2,2,48,15.25,6,0.18,234776,161062,0,1,1
21316,11097,30,41,487,3,4,36,21.05,6,0.6,386101,94787,0,1,1
80046,212480,4,56,415,1,0,12,12.85,9,0.5,295366,94619,1,0,1
264187,412787,29,33,649,3,0,48,19.75,5,0.39,395133,66330,1,1,0
135594,365470,26,26,482,0,2,36,10.81,7,0.42,346177,95654,1,0,1
84042,378349,13,42,374,2,3,60,11.82,0,0.71,53918,137908,1,1,1
148295,106507,16,36,306,7,1,60,18.4,2,0.62,198572,50853,1,1,0
174174,447819,29,38,800,5,1,36,9.71,6,0.7,134242,145354,0,0,1
280737,136345,3,52,865,7,1,12,17.9,3,0.85,1203,15273,0,0,0
134430,360871,3,37,631,1,2,48,13.21,7,0.82,36590,34306,0,0,1
258030,998940,2,69,846,5,2,60,15.18,4,0.24,485434,68363,1,0,1
70094,29741,6,60,324,0,4,36,13.86,3,0.97,35407,146790,0,1,1
224957,453921,38,58,303,0,4,60,12.26,5,0.69,313130,123901,0,1,1
141103,210096,34,34,723,2,3,36,5.83,6,0.41,375605,190874,1,0,0
148826,832056,12,60,508,0,0,60,7.34,2,0.9,405583,144828,1,0,1
249235,193244,35,60,890,2,4,36,10.62,6,0.89,82178,38620,0,0,1
63677,850802,35,63,798,4,3,60,23.02,9,0.24,276939,134860,1,0,1
31584,149476,27,64,398,2,2,12,11.4,9,0.67,174300,84094,0,0,1
284250,651772,31,37,685,6,2,48,17.46,1,0.18,270310,95669,0,0,0
45223,800560,13,37,536,5,2,36,13.63,7,0.71,105924,33337,1,1,1
185215,196466,35,36,853,4,2,36,22.0,2,0.66,288695,156808,1,0,0
281689,455655,34,37,452,3,0,36,8.44,3,0.65,448949,148650,0,1,0
175312,693698,37,42,805,3,3,60,23.82,1,0.28,403476,91612,0,1,0
292159,937739,4,48,568,2,1,36,9.71,4,0.85,458284,103127,0,1,1
71500,881684,5,66,441,7,4,60,7.92,3,0.85,282125,99903,0,0,1
231668,846020,11,35,816,0,3,24,7.42,2,0.38,236354,138888,0,0,0
244045,470458,38,59,763,5,2,12,17.31,6,0.39,280158,42188,1,1,0
200703,391978,11,42,807,6,1,36,15.02,9,0.24,1289,64156,0,1,0
214724,692093,7,41,627,2,0,36,15.98,8,0.85,110910,199889,1,0,1
202159,824966,17,31,713,4,0,60,18.99,1,0.48,166550,44192,1,0,0
230861,137698,17,33,711,2,4,24,7.3,3,0.49,29365,84441,0,0,0
293709,849608,9,56,574,1,4,48,8.88,5,0.73,200859,121424,1,1,1
244376,362680,5,40,308,3,2,48,18.44,9,0.74,219292,107754,0,1,1
85623,846904,4,57,528,2,1,48,6.76,4,0.54,420104,172071,0,0,1
94300,714222,22,26,897,3,2,48,16.01,5,0.49,329906,166740,0,1,1
69314,497173,24,21,800,5,2,24,6.76,1,0.85,490299,66997,0,1,1
61965,904492,6,37,305,3,0,24,13.67,9,0.47,126731,45781,1,1,1
235340,607141,4,42,719,1,2,36,21.02,3,0.67,25003,81285,0,0,0
204522,652309,30,43,777,7,3,48,15.73,5,0.83,335113,13931,1,0,1
212974,830034,18,26,770,2,0,48,8.67,0,0.8,61080,37925,0,1,1
152001,199782,35,39,386,7,2,12,12.97,5,0.97,377418,121281,0,1,1
274268,76160,34,50,302,2,0,24,19.63,2,0.91,225533,132902,1,0,1
33580,917219,8,60,580,3,3,48,21.0,8,0.12,493577,178070,0,1,1
124134,895778,23,66,853,1,1,36,18.02,3,0.15,49869,92386,1,0,0
37833,892613,17,31,643,5,3,48,18.92,1,0.86,397693,84343,1,1,1
116421,664966,8,37,777,6,4,36,19.08,9,0.18,97636,75353,1,1,1
91347,249738,37,49,785,1,3,60,18.01,9,0.27,198758,157354,1,0,1
94155,352589,33,68,534,2,3,12,7.18,6,0.3,271618,72351,0,1,1
241580,905646,32,39,318,5,4,12,17.07,1,0.97,42888,106804,0,0,1
134527,469146,3,67,461,5,1,12,18.49,8,0.94,315959,47097,0,1,1
249482,740329,19,64,520,0,2,24,12.23,0,0.78,89757,126291,0,1,1
220657,34659,22,68,331,0,2,48,22.67,2,0.89,112685,183171,0,1,1
61057,320851,35,32,368,5,4,36,7.95,8,0.14,122641,7635,1,1,1
218511,692231,25,41,330,1,2,24,8.88,1,0.33,695,62761,0,1,1
221984,210990,0,35,603,0,0,48,19.28,5,0.82,89045,92285,1,0,1
42769,803985,38,50,479,1,0,12,11.15,8,0.88,159394,68983,1,0,1
228990,208763,31,21,618,6,1,12,12.89,7,0.52,230914,92242,0,0,0
42449,917302,27,37,436,4,3,24,9.44,7,0.75,353235,100022,1,0,1
159648,742663,23,50,763,1,1,24,24.73,3,0.92,260000,31032,1,1,1
137926,983776,12,41,419,3,4,36,21.75,3,0.1,443594,110628,1,0,1
265518,269342,32,48,751,6,0,24,18.0,8,0.27,234065,189736,0,1,0
243720,927871,11,40,878,1,1,24,12.18,3,0.32,174165,32747,1,0,0
24321,611778,32,39,387,6,3,48,18.52,3,0.27,40302,51313,0,1,1
287920,752737,13,44,304,3,3,12,24.24,2,0.15,420997,13648,0,0,1
298263,187866,12,31,362,6,2,48,23.38,4,0.11,365335,117698,0,1,1
181641,583661,36,46,542,5,1,12,6.38,1,0.73,489254,41844,0,1,1
150078,41499,26,37,839,6,1,12,17.74,4,0.71,354643,159696,0,1,1
189668,24372,3,60,491,0,3,12,8.96,0,0.53,416852,59125,1,1,0
184135,921211,3,46,691,3,1,12,7.8,5,0.38,321908,1729,1,1,1
206502,723609,39,65,415,5,3,36,20.05,8,0.83,393353,35235,1,0,1
132620,980919,15,58,400,1,1,12,8.8,3,0.55,409352,78726,1,0,1
100880,797906,38,35,652,0,2,48,16.67,2,0.58,137605,150315,1,0,0
28195,448129,39,33,417,1,2,24,6.8,5,0.95,286544,34559,0,1,1
274697,592480,17,37,446,5,2,36,16.3,7,0.85,448771,72685,0,1,1
122658,815218,15,34,782,1,4,12,9.53,2,0.33,405494,16834,1,0,0
77995,425352,30,39,334,1,3,12,5.17,3,0.81,191739,165480,1,0,1
150112,464679,25,62,682,7,4,24,9.7,4,0.8,23821,67466,1,1,1
238906,547816,22,47,600,7,2,12,22.11,7,0.97,32751,132212,0,1,1
58250,625479,1,34,892,2,4,12,16.35,3,0.86,137743,149260,0,1,1
277841,694926,37,22,491,4,0,36,9.24,5,0.14,226869,89197,0,1,1
35376,520422,10,27,786,0,3,60,24.64,9,0.85,282313,8567,0,1,1
252647,883681,4,21,727,4,4,12,20.22,1,0.33,482678,69521,0,0,0
206911,344142,13,41,323,4,2,48,18.65,8,0.2,431804,139657,1,1,1
63442,999403,15,52,841,2,0,24,18.36,4,0.24,25695,14231,1,1,1
25392,438581,36,61,383,2,1,36,17.78,7,0.2,258604,160058,1,0,1
178178,58399,20,59,597,2,3,12,12.28,9,0.49,463755,180976,0,0,1
44809,281036,7,25,680,1,1,60,7.9,5,0.76,391113,12774,0,0,1
135095,83549,13,48,437,4,4,48,7.11,3,0.39,181169,178402,0,0,0
151765,887795,8,58,582,5,2,24,24.19,4,0.84,328354,42388,1,1,1
119473,934955,11,31,788,3,4,36,21.48,2,0.6,425174,191714,0,1,0
114769,611658,14,59,310,1,3,60,13.18,3,0.51,457823,47482,1,0,1
94710,292537,24,69,444,7,4,36,9.2,0,0.32,145497,150884,0,1,1
293496,653122,20,55,397,1,4,48,12.51,9,0.77,497886,191048,1,1,1
203268,189804,33,33,696,1,3,24,13.51,6,0.53,258100,8563,1,1,0
222138,863553,25,47,308,4,1,36,21.98,0,0.32,235664,15305,0,1,1
156064,166765,3,21,388,3,1,60,21.94,4,0.32,362102,134209,0,1,1
73076,828085,24,69,833,1,4,48,18.77,2,0.53,277302,173158,0,1,0
154384,246349,39,60,375,0,1,60,9.92,7,0.5,281262,6360,1,1,1
24318,89467,31,29,672,7,4,48,13.87,8,0.95,341220,67986,0,1,1
132363,581472,28,56,707,3,0,12,16.51,4,0.6,355962,9680,1,0,1
178264,900254,21,64,571,3,4,24,24.01,9,0.26,320317,543,1,1,1
120726,755091,33,26,868,1,2,24,6.14,7,0.86,137136,86884,0,0,1
109199,57891,18,63,700,0,1,48,22.25,1,0.33,341458,183684,1,0,0
188561,153665,5,31,545,5,4,12,12.22,1,0.18,199031,7180,1,0,0
271131,889459,19,54,567,3,4,24,6.86,0,0.9,228021,24337,1,0,1
48273,259780,15,59,850,2,2,48,8.36,9,0.63,155469,54964,0,1,1
198625,476527,32,26,770,1,1,48,19.26,5,0.37,74822,14931,0,0,1
49473,148583,8,56,332,2,1,60,13.49,2,0.56,379404,175209,1,0,1
81410,287550,21,68,714,2,1,24,9.98,4,0.37,254531,133791,0,0,1
148536,192891,33,23,796,0,1,36,17.11,0,0.5,260243,187264,1,0,0
65310,55136,18,48,651,7,1,24,10.87,4,0.91,40171,86418,1,1,1
103406,915881,36,26,514,1,1,24,21.32,4,0.17,410063,157423,1,1,1
211755,855781,3,28,873,2,0,24,11.54,7,0.25,25209,126931,1,1,1
49433,312300,4,44,803,5,1,60,19.72,6,0.7,245183,122556,1,0,1
209807,16005,11,67,304,3,1,36,15.78,6,0.25,327128,9762,0,0,1
160842,491673,32,35,728,6,1,12,22.49,7,0.11,169392,185284,1,0,1
224463,150271,8,48,787,0,0,48,21.83,6,0.16,162424,154061,1,1,0
260705,916352,28,29,347,0,4,36,11.02,8,0.68,68334,166765,0,0,1
43439,507434,29,53,689,5,3,60,18.47,2,0.82,248163,162788,0,0,1
112776,310583,28,48,381,6,2,48,20.35,4,0.38,39293,117195,0,0,1
233391,927148,16,30,767,2,2,60,10.65,9,0.93,16001,27266,1,1,1
264361,342407,34,45,705,0,4,48,16.29,4,0.82,97087,15679,1,0,1
231634,539917,12,24,737,6,1,48,18.44,9,0.24,288899,59619,0,0,1
174641,44122,35,51,787,1,3,24,7.4,5,0.24,158769,53379,1,1,0
192959,703239,3,33,621,6,1,36,8.13,1,0.36,163687,165111,1,1,0
143299,731101,0,46,624,0,4,24,9.23,0,0.77,179292,178520,0,1,1
268155,43392,37,55,601,7,0,48,5.0,5,0.16,226231,134793,1,1,0
236942,659815,26,27,442,7,0,12,18.33,1,0.77,176905,96993,1,0,1
100570,393698,27,22,515,2,2,48,24.91,0,0.75,395795,153262,0,0,1
116621,870018,24,29,499,7,0,36,5.69,3,0.33,353794,7096,0,1,1
291586,748631,23,58,782,3,2,24,8.71,7,0.37,235394,192811,1,0,1
276411,833377,1,37,486,4,3,36,15.7,4,0.21,48588,11356,1,1,1
224318,377006,22,67,609,2,1,36,16.53,1,0.95,400352,188819,0,1,0
189632,91787,21,61,472,1,0,60,15.2,1,0.75,425080,90468,0,1,1
84557,933655,17,41,623,4,1,60,20.82,0,0.97,98601,156925,1,0,1
92752,70331,15,49,802,4,3,12,9.77,5,0.14,321020,12560,1,1,0
228320,24056,31,52,680,7,0,12,23.57,0,0.43,29867,21732,1,0,0
221513,426138,2,59,803,2,0,60,19.14,4,0.33,192246,143581,1,1,0
68534,176611,0,36,327,7,4,60,10.11,0,0.76,383979,15574,1,0,1
179002,606464,33,56,743,7,1,36,24.84,6,0.77,45100,183899,0,0,1
240114,493208,25,28,511,6,1,24,17.02,8,0.38,496893,128442,1,0,1
289432,98356,39,41,538,1,2,60,7.04,0,0.82,494966,46079,1,0,1
129570,151561,5,58,828,7,2,12,8.87,0,0.75,207322,98305,1,1,0
101122,705289,35,62,451,1,0,36,12.6,5,0.7,298777,74018,0,1,1
212590,708063,8,27,874,7,0,12,17.5,8,0.55,413262,35240,1,0,1
52400,830077,6,33,899,6,4,60,20.8,9,0.96,211183,190119,1,1,1
152639,245182,30,41,405,7,3,60,10.73,8,0.53,332225,148676,0,1,1
67878,220898,32,25,880,4,1,36,17.13,4,0.48,234063,98689,1,0,1
68850,383883,3,25,881,0,4,60,14.63,8,0.56,425024,84185,0,1,1
162207,292215,5,61,520,0,2,36,14.33,2,0.13,179741,30566,0,0,0
65113,421122,10,48,493,7,4,12,12.3,4,0.66,21842,39953,0,1,1
78791,287979,39,53,648,0,4,60,12.75,8,0.34,121898,96787,0,1,1
291828,255323,12,63,792,5,0,12,11.86,5,0.51,420268,164452,0,1,0
91727,353597,8,24,546,3,4,24,17.24,2,0.34,105465,43722,0,0,1
78552,697187,17,40,815,7,4,60,23.75,9,0.85,39094,167926,1,0,1
159118,46787,25,57,453,1,2,60,13.83,0,0.78,95636,67613,1,0,1
24934,61860,22,56,383,6,4,36,24.25,0,0.26,440765,105453,1,0,1
197878,241531,22,60,647,3,3,36,20.35,3,0.76,192407,104254,1,1,0
283498,238517,4,57,493,7,0,48,19.36,4,0.67,293526,153432,1,1,1
124777,878056,9,58,637,3,2,24,14.01,2,0.32,180412,76055,1,1,0
115352,992184,39,29,793,2,2,60,16.9,8,0.82,374007,102263,0,1,1
274164,744447,18,60,351,3,3,48,6.57,5,0.86,172371,106737,0,0,1
73046,508441,7,55,527,4,0,48,21.63,2,0.84,84071,124794,0,1,1
85064,381651,14,52,750,5,0,12,7.14,2,0.71,121548,80149,1,0,1
154035,508544,18,53,854,5,0,12,5.14,4,0.62,486199,153901,1,0,1
47424,892881,3,47,362,4,2,60,12.93,4,0.66,332412,132333,1,0,1
231111,364831,34,58,349,3,2,60,13.68,0,0.47,19310,154328,1,1,0
154114,659830,36,60,750,7,2,12,21.11,5,0.42,343330,87909,0,1,1
289283,281752,11,53,356,5,1,36,5.64,0,0.43,16391,29819,0,1,0
293370,767879,30,56,808,7,2,36,21.65,6,0.11,296957,92555,0,1,1
189180,380801,15,44,352,7,4,36,21.83,8,0.48,66216,169123,0,0,1
90647,684018,39,62,685,1,3,60,24.96,8,0.87,330926,99946,1,0,1
88617,707303,20,37,865,1,4,60,13.85,5,0.43,28289,144745,0,0,1
180887,132159,19,31,835,4,1,36,11.83,2,0.14,113813,163330,1,1,0
193302,625888,21,54,658,4,1,12,24.25,0,0.72,106482,149013,0,1,1
214444,800443,4,38,381,1,1,60,6.06,3,0.42,133841,89028,1,1,1
264956,96718,7,41,544,1,0,36,22.72,5,0.58,199578,195332,1,0,1
205092,490020,7,39,841,7,4,48,5.23,1,0.31,404647,53783,1,1,0
168537,628954,32,55,681,2,3,12,10.08,6,0.32,480088,21518,0,0,1
23531,693586,26,39,688,4,1,60,23.36,4,0.38,382020,125495,0,0,1
160415,288313,29,59,879,1,2,12,5.74,8,0.82,335498,7920,1,1,1
250092,773374,27,54,873,3,4,48,10.91,6,0.16,133686,57318,0,1,1
243374,123389,39,23,428,3,2,24,23.13,0,0.69,87944,143158,1,0,0
102124,618262,17,60,534,0,3,36,19.42,4,0.16,218935,98676,0,1,1
195861,205350,9,46,391,2,0,48,12.5,6,0.8,483370,19640,1,0,1
64069,590228,39,60,666,3,1,60,8.83,0,0.78,269524,57290,1,0,1
253470,237503,12,47,367,4,2,36,5.74,3,0.36,214821,152153,0,0,0
238474,285570,36,23,511,0,1,48,8.4,0,0.76,382682,123763,0,0,1
141907,513143,39,27,728,3,0,60,5.4,1,0.82,401129,12881,1,0,1
276000,610458,22,23,796,4,1,48,23.81,4,0.65,348332,124703,0,1,1
108074,927437,18,41,328,5,4,48,20.48,4,0.27,53617,125270,0,0,1
128345,573219,22,57,561,2,3,12,5.99,4,0.88,48574,164140,1,1,1
237834,102685,15,38,816,0,3,60,18.83,6,0.82,476829,127906,0,0,1
74203,960035,11,64,365,6,4,60,7.69,1,0.48,311824,185304,1,0,1
166162,598487,35,47,657,7,0,12,12.01,5,0.21,292851,71019,1,1,1
35915,210937,3,30,602,0,3,24,23.83,7,0.3,211658,177087,0,1,1
208059,45480,11,23,404,4,3,48,18.49,2,0.34,252451,6745,1,1,0
142217,31737,26,63,328,2,0,60,7.47,2,0.77,150856,167077,0,0,1
166101,6000,13,45,811,1,2,60,23.8,8,0.49,412473,173189,1,1,0
247439,576308,15,51,767,4,2,24,19.94,9,0.98,94870,191121,1,0,1
109067,809271,28,53,320,7,4,12,19.16,1,0.59,444382,90354,1,0,1
73520,801018,11,40,596,5,1,24,9.06,9,0.57,381581,154782,0,1,1
90053,862662,14,32,659,4,2,36,12.07,3,0.71,24172,95902,1,0,1
71464,96673,0,50,737,6,3,12,12.95,2,0.6,82655,171042,1,1,0
173033,985054,27,54,481,3,1,60,15.0,4,0.86,153870,145067,0,1,1
152316,672392,7,54,438,5,2,60,15.91,9,0.91,209284,152687,1,1,1
87952,145733,31,29,459,4,0,36,7.72,8,0.87,254105,2191,0,0,1
68061,959972,24,25,380,4,1,12,12.62,7,0.33,632,84227,1,1,1
288634,681039,34,44,452,1,3,60,21.22,3,0.66,173770,31763,1,0,1
97219,231665,11,25,564,2,3,36,10.78,2,0.56,69655,178319,1,1,1
287983,916846,5,27,706,3,2,36,23.24,4,0.65,63563,130473,1,0,1
44992,641802,30,53,827,5,3,48,9.86,4,0.93,222080,151208,0,1,1
133154,609876,8,68,758,5,1,48,12.66,3,0.26,361976,167342,0,0,0
274166,607195,24,27,670,6,2,48,8.91,0,0.48,45991,76478,0,0,0
196010,766450,19,65,373,5,1,60,12.26,7,0.9,174336,147867,0,0,1
275087,862334,37,33,349,7,3,24,20.97,1,0.47,197625,172379,1,0,1
123313,400123,14,24,539,2,4,60,17.27,3,0.73,147459,144180,1,1,1
198152,336268,35,38,403,4,2,60,9.45,9,0.78,147348,51443,0,1,1
225532,917300,25,63,863,2,1,48,5.48,0,0.68,176937,158207,0,0,0
145626,490643,36,47,418,0,1,36,10.86,1,0.88,442381,129696,1,0,1
210679,78519,10,48,609,2,1,12,6.87,4,0.95,288263,110463,0,0,1
81852,652632,26,44,665,0,1,48,14.34,4,0.99,259527,193826,1,1,1
48380,364437,38,34,562,6,0,12,9.85,3,0.4,127374,123710,0,1,1
91257,364220,20,32,594,3,1,36,21.78,2,0.84,167807,147257,0,0,1
192263,80993,5,29,710,4,2,24,10.24,0,0.18,398920,21169,1,1,0
287074,151397,10,33,704,4,3,48,13.97,4,0.43,290162,182539,0,0,0
200626,940145,30,47,874,2,1,12,15.18,6,0.92,255720,5984,0,0,1
239559,248756,10,28,616,0,0,12,21.41,8,0.25,484616,149233,0,0,0
265824,334887,7,30,793,7,4,60,21.71,3,0.29,249203,124317,0,1,0
224378,542757,18,25,662,2,1,48,6.61,3,0.51,415739,148120,0,0,0
176597,145043,31,64,650,5,3,48,7.99,4,0.65,176095,60796,1,1,0
100630,798699,25,53,542,2,2,36,16.27,6,0.76,482313,137888,1,1,1
219283,98266,36,32,499,7,4,12,13.01,0,0.91,402467,111094,0,0,1
